iter	Logloss
309	0.3402232111
310	0.3394108776
311	0.3388674261
312	0.3382132152
313	0.3378060479
314	0.3374418128
315	0.3369341511
316	0.3364751563
317	0.3359875612
318	0.3354719002
319	0.3349481971
320	0.3344442789
321	0.3338584369
322	0.3330024387
323	0.3326041474
324	0.3319899173
325	0.3313505111
326	0.330893078
327	0.3303781407
328	0.3295642595
329	0.3292519799
330	0.3289051288
331	0.3283820553
332	0.3278318017
333	0.327318881
334	0.3267864979
335	0.3263748638
336	0.3256504265
337	0.3250432833
338	0.3244803448
339	0.3240729947
340	0.3237306478
341	0.3234039014
342	0.3229948843
343	0.3225985443
344	0.3220620507
345	0.3216872138
346	0.3212183148
347	0.3207122464
348	0.3201656416
349	0.3199887086
350	0.3195745743
351	0.3190997619
352	0.3184843376
353	0.3179367939
354	0.3174466789
355	0.3170695123
356	0.3165793874
357	0.3162007928
358	0.3155597318
359	0.3148830772
360	0.3145505111
361	0.3141142101
362	0.3135190384
363	0.3128377736
364	0.3122665534
365	0.3117415993
366	0.3112942399
367	0.3108173537
368	0.310371071
369	0.3098599418
370	0.3096285075
371	0.3091532732
372	0.3085284352
373	0.3080063768
374	0.3075188099
375	0.306996294
376	0.3065327513
377	0.3060598294
378	0.3055672266
379	0.3051378302
380	0.3045708545
381	0.3040982246
382	0.3036397138
383	0.30312645
384	0.3027583586
385	0.3024290694
386	0.3020678159
387	0.3017392504
388	0.3013099053
389	0.3008819525
390	0.300402034
391	0.3001452929
392	0.2996350154
393	0.2992655697
394	0.2988104218
395	0.2984553374
396	0.2980895864
397	0.2976926311
398	0.2973974513
399	0.2971165494
400	0.2967852834
401	0.2962555664
402	0.2960035976
403	0.2954118755
404	0.2949376078
405	0.2943359034
406	0.2939813088
407	0.2936113561
408	0.2932389895
409	0.2929296907
410	0.2925882885
411	0.2921416316
412	0.291831828
413	0.2912547832
414	0.2909094387
415	0.2906708529
416	0.2902365582
417	0.2898778957
418	0.2896475499
419	0.28917861
420	0.2887003953
421	0.288223155
422	0.2879269418
423	0.2876907137
424	0.2872809031
425	0.2869260367
426	0.2866122839
427	0.2861553363
428	0.2857403381
429	0.2852630566
430	0.2849014455
431	0.2844367909
432	0.2839784239
433	0.2837147769
434	0.2833374416
435	0.2827857824
436	0.2823206958
437	0.2819516774
438	0.2815132314
439	0.2812226903
440	0.2809782006
441	0.280569711
442	0.2803713707
443	0.2801909525
444	0.2799267139
445	0.2794381609
446	0.2791388495
447	0.2787704365
448	0.2784115166
449	0.2778563922
450	0.2776333005
451	0.2771888256
452	0.276932128
453	0.276602248
454	0.2762385412
455	0.2758722694
456	0.2755162451
457	0.2750194256
458	0.274748319
459	0.2744216171
460	0.27404991
461	0.2736882415
462	0.2732300723
463	0.272924456
464	0.2725568337
465	0.2722961981
466	0.2718934652
467	0.2715369969
468	0.2713035387
469	0.271008011
470	0.2707448849
471	0.270456318
472	0.2699470018
473	0.269619591
474	0.2691800507
475	0.2685861059
476	0.2682436755
477	0.2677773859
478	0.2675122413
479	0.267041073
480	0.2667771398
481	0.2664456757
482	0.2661468165
483	0.2658088223
484	0.2653732324
485	0.2650737792
486	0.2646805066
487	0.2644000283
488	0.2639198098
489	0.2636404345
490	0.2634454839
491	0.2631977337
492	0.2629496063
493	0.2626891553
494	0.2622732998
495	0.2617709442
496	0.2615253669
497	0.2612226669
498	0.260943186
499	0.2605659221
500	0.2603180146
501	0.2601123922
502	0.2596094677
503	0.2591993447
504	0.2589255198
505	0.2585211231
506	0.258127388
507	0.2577724374
508	0.257408083
509	0.2571127791
510	0.2567118626
511	0.2565121635
512	0.2562357607
513	0.2559057347
514	0.2554695671
515	0.2550786488
516	0.2546768608
517	0.254185885
518	0.2539565398
519	0.2536200105
520	0.2531823227
521	0.2528327127
522	0.2525446593
523	0.2521114136
524	0.2517743275
525	0.2514675023
526	0.251134058
527	0.2507095864
528	0.2504344783
529	0.2500663352
530	0.2495645401
531	0.2492431425
532	0.2489931798
533	0.2487560175
534	0.2484816947
535	0.2481464845
536	0.2475748306
537	0.2472590209
538	0.2469656308
539	0.2467225777
540	0.246358331
541	0.2459628843
542	0.2457473117
543	0.2454572237
544	0.2450361082
545	0.2447756987
546	0.2443609138
547	0.2441789319
548	0.2438741425
549	0.2435847111
550	0.243171219
551	0.2429177131
552	0.2425870776
553	0.2424058538
554	0.2421034489
555	0.2418111156
556	0.2415770315
557	0.2412224329
558	0.2408737941
559	0.2405044422
560	0.240252037
561	0.2400401216
562	0.2398469588
563	0.2395850901
564	0.2392057093
565	0.23898066
566	0.2387670767
567	0.2385706674
568	0.2381397985
569	0.237761196
570	0.2373940652
571	0.2371106468
572	0.2369047775
573	0.2364799556
574	0.2361728006
575	0.2358375792
576	0.2355124495
577	0.2352327373
578	0.2347928218
579	0.2344536464
580	0.2341663574
581	0.2337844577
582	0.2334526723
583	0.2330308938
584	0.232763348
585	0.232409257
586	0.2320994105
587	0.2316685012
588	0.2314995178
589	0.2312140762
590	0.230886725
591	0.2305527559
592	0.2302250935
593	0.2299992051
594	0.229719064
595	0.2295015904
596	0.2293038267
597	0.2291262019
598	0.2288338614
599	0.2283427088
600	0.2280046892
601	0.2278217764
602	0.2274733469
603	0.2272058804
604	0.2269086519
605	0.2266550467
606	0.2263798628
607	0.226191122
608	0.2257594117
609	0.2254741615
610	0.2252219286
611	0.2249997641
612	0.2246049701
613	0.2244016318
614	0.2240557793
615	0.2237149096
616	0.2235188145
617	0.2230990683
618	0.2226579372
619	0.2224032642
620	0.2221770726
621	0.2219238623
622	0.2216489284
623	0.2214294236
624	0.2212021755
625	0.2209587186
626	0.2206265883
627	0.2203854308
628	0.2200777936
629	0.2197751441
630	0.2197072189
631	0.2195294002
632	0.2193185729
633	0.2189690559
634	0.2187135419
635	0.2184955443
636	0.2183592339
637	0.2180689606
638	0.2177722479
639	0.2176069393
640	0.2174209217
641	0.2172996006
642	0.2170958014
643	0.2169013223
644	0.2165716532
645	0.2162692795
646	0.2161420204
647	0.2159692477
648	0.2157653768
649	0.2154986205
650	0.2151929348
651	0.2148898624
652	0.2145968778
653	0.2143103807
654	0.2140582735
655	0.2138519328
656	0.213618512
657	0.2133715341
658	0.2130628427
659	0.2128271221
660	0.2125469563
661	0.2123826819
662	0.2121831699
663	0.2119334838
664	0.2116978476
665	0.2113867133
666	0.2110159386
667	0.2107993883
668	0.2105162447
669	0.2102394124
670	0.2099347597
671	0.2097112482
672	0.2093946362
673	0.2092151776
674	0.2089259672
675	0.208775807
676	0.2084840912
677	0.2082665277
678	0.2080076152
679	0.2078010675
680	0.2076665709
681	0.2074341902
682	0.2071281401
683	0.2069102982
684	0.2066815326
685	0.2065412671
686	0.2062629625
687	0.2060868892
688	0.2058062267
689	0.2056382653
690	0.2054764347
691	0.2053154835
692	0.2051791329
693	0.2048462858
694	0.2046382018
695	0.2044379436
696	0.2042034911
697	0.2040156032
698	0.2038273504
699	0.203627301
700	0.2034538318
701	0.2032648063
702	0.2030255657
703	0.2028095708
704	0.2025639387
705	0.2022253986
706	0.2019105758
707	0.2016330582
708	0.2014207879
709	0.2010042287
710	0.2008358878
711	0.2006245609
712	0.2003867977
713	0.2001518794
714	0.199987179
715	0.1997056286
716	0.1994844352
717	0.1993164577
718	0.1990941989
719	0.1989346842
720	0.1986993947
721	0.1984366423
722	0.1982958453
723	0.1980226062
724	0.1978029969
725	0.197529558
726	0.1972624678
727	0.1971015162
728	0.1968338857
729	0.1965840756
730	0.1963570014
731	0.1961638418
732	0.1959262402
733	0.1958663831
734	0.1956491005
735	0.1954508494
736	0.1952361033
737	0.1949079532
738	0.194571313
739	0.194309945
740	0.1940652351
741	0.1939348532
742	0.1937697088
743	0.1934552414
744	0.1932459761
745	0.1928664435
746	0.1927530614
747	0.192602159
748	0.1923871506
749	0.1920807631
750	0.1919120292
751	0.19167679
752	0.191423645
753	0.1910525156
754	0.1908865152
755	0.1905903788
756	0.1902545648
757	0.1899440308
758	0.1896703016
759	0.189416102
760	0.1891648172
761	0.1890123409
762	0.1887820244
763	0.1885025434
764	0.1882975923
765	0.1879410831
766	0.1877501148
767	0.1875176012
768	0.187404471
769	0.1871689317
770	0.1870870823
771	0.1869921676
772	0.1867837508
773	0.1865219472
774	0.1862571767
775	0.1859282864
776	0.185748804
777	0.1855628485
778	0.185398117
779	0.1851897217
780	0.1849371055
781	0.1846020281
782	0.1843180791
783	0.1841072792
784	0.1839308635
785	0.1836885276
786	0.1835411981
787	0.1832334532
788	0.1830534966
789	0.1827054818
790	0.1825972899
791	0.1823712341
792	0.1822574599
793	0.1820740198
794	0.1818759307
795	0.1816541554
796	0.181485601
797	0.1811525519
798	0.1809931337
799	0.1808090813
800	0.1806879902
801	0.1804787249
802	0.1803164681
803	0.1800726043
804	0.1798383233
805	0.1795368287
806	0.1794219471
807	0.1792738351
808	0.1790390814
809	0.1787740845
810	0.1786165639
811	0.1783209405
812	0.1781246595
813	0.1780755318
814	0.1778398413
815	0.177704332
816	0.1774683759
817	0.1771435334
818	0.1768121658
819	0.1764062814
820	0.1762613052
821	0.1761043759
822	0.1758613819
823	0.175617577
824	0.1753973018
825	0.175190729
826	0.1749135264
827	0.1747818924
828	0.1746496655
829	0.1743555212
830	0.1742236157
831	0.1740700455
832	0.173909964
833	0.173751327
834	0.1735514731
835	0.1733693928
836	0.1732218602
837	0.1731264863
838	0.1728397961
839	0.1726576067
840	0.1724623439
841	0.172340245
842	0.1721803228
843	0.1719675978
844	0.1718179318
845	0.1716408957
846	0.1714851113
847	0.1712725583
848	0.1710422973
849	0.1708431782
850	0.1706055004
851	0.1704780189
852	0.17016449
853	0.169892211
854	0.1697109161
855	0.1694006
856	0.1692815422
857	0.1689405329
858	0.168631044
859	0.1684618232
860	0.1681504752
861	0.1679160915
862	0.1677071355
863	0.1675760979
864	0.1673351173
865	0.167219728
866	0.1671873474
867	0.1669070656
868	0.1666955861
869	0.1664580564
870	0.1663302337
871	0.1661324927
872	0.1660707794
873	0.1658034647
874	0.1655962476
875	0.165480775
876	0.1652141302
877	0.1650411648
878	0.1648650817
879	0.1646639134
880	0.1644706692
881	0.1643325895
882	0.1641982942
883	0.1639811468
884	0.1638640104
885	0.1635775633
886	0.1632123622
887	0.1630468621
888	0.1629560112
889	0.1627255838
890	0.1625350456
891	0.1623316602
892	0.1621479559
893	0.1619923681
894	0.1618744676
895	0.1617148509
896	0.1614521778
897	0.161359863
898	0.1611723025
899	0.1610235576
900	0.1607471118
901	0.1605153202
902	0.160307415
903	0.1601493465
904	0.1599068016
905	0.1596730844
906	0.1595032097
907	0.1593455062
908	0.159187748
909	0.1589579952
910	0.1588347665
911	0.1587146316
912	0.158671576
913	0.1584250543
914	0.1582951232
915	0.1581814561
916	0.1579532677
917	0.1579044522
918	0.1577404132
919	0.1575494376
920	0.1573602174
921	0.15717074
922	0.1569782481
923	0.1567974994
924	0.156597759
925	0.1564353668
926	0.1563538807
927	0.1561523384
928	0.1559625227
929	0.1559166768
930	0.1558103141
931	0.1557780689
932	0.1557196339
933	0.1555533704
934	0.1554647199
935	0.155314705
936	0.1552291646
937	0.1550295709
938	0.1549354001
939	0.1546123039
940	0.154549208
941	0.1544197986
942	0.1543977895
943	0.1540994557
944	0.1538776314
945	0.1537652145
946	0.1535067659
947	0.1533926512
948	0.1533767866
949	0.1532791292
950	0.1531338089
951	0.1529173464
952	0.1528628453
953	0.1525680856
954	0.1525214641
955	0.1522214275
956	0.1519674893
957	0.1517117598
958	0.1514284678
959	0.1512888179
960	0.1511552676
961	0.1510478752
962	0.1508518028
963	0.1505491086
964	0.1502671177
965	0.1500690233
966	0.14999495
967	0.1497817298
968	0.1496906659
969	0.1495625401
970	0.1494658215
971	0.1491752796
972	0.1491048243
973	0.1489635737
974	0.1489427889
975	0.1487396288
976	0.1486373812
977	0.148450824
978	0.1482979284
979	0.148192337
980	0.1480613787
981	0.1478979557
982	0.1476453714
983	0.1474067026
984	0.1471769838
985	0.1469601785
986	0.1468648035
987	0.1467294519
988	0.1465592917
989	0.1463548638
990	0.1462277379
991	0.1460603764
992	0.1460422665
993	0.1458551292
994	0.1456702075
995	0.1453829266
996	0.1451995765
997	0.1449771985
998	0.144792083
999	0.1446982619
